17,16,18,21,21,21,23,21,23,23,25,25,26,25,25,25,24,23,24,24,25,25,26,28,27,27,26,26,28,27,27,27,27,27,28,28,29,27,27,27,26,27,27,27,28,28,27,28,29,30,28,28,31,31,30,31,31,31,30,31,31,32,31,31,30,33,33,32,33,33,34,32,33,34,35,35,33,33,34,34,7,11,13,17,19,20,21,21,23,24,25,23,25,24,24,25,23,22,23,25,25,25,25,27,26,27,27,24,26,26,28,28,27,28,28,28,28,28,27,27,26,27,27,27,28,27,29,26,30,30,29,31,31,31,30,31,32,32,33,33,33,31,31,31,30,33,32,32,31,33,33,33,33,33,33,35,33,33,33,33
0,2,5,10,15,17,21,20,22,22,23,23,25,26,25,23,23,22,23,24,24,24,25,25,25,28,28,27,27,27,28,29,28,28,27,30,28,26,27,26,27,26,27,27,27,25,29,28,30,29,29,31,32,31,31,32,32,32,32,30,32,31,30,31,31,33,31,33,31,31,33,33,33,33,33,35,33,33,33,34,9,7,3,1,11,14,18,20,22,22,22,25,27,24,24,26,25,25,25,26,25,26,27,26,26,27,27,27,27,28,28,27,29,29,28,28,28,29,27,28,27,28,29,27,28,30,27,29,28,30,31,31,33,31,31,32,33,33,31,33,31,32,31,32,33,33,33,33,31,32,33,32,33,34,32,33,33,32,33,34
16,15,10,4,0,10,18,17,21,24,23,24,27,25,25,25,25,25,25,25,26,26,26,26,25,27,28,27,27,29,27,29,30,27,27,29,29,28,30,30,29,28,27,27,28,28,27,28,29,30,28,31,33,32,31,33,33,31,31,32,31,33,32,31,33,31,33,32,31,33,33,31,33,34,32,32,32,35,35,33,13,14,17,14,3,3,13,17,22,21,23,26,26,26,26,25,25,25,25,25,25,25,27,25,26,28,27,27,26,26,27,29,27,29,29,27,28,30,29,27,26,27,27,28,28,29,28,28,28,31,29,33,33,33,31,32,33,31,33,32,32,31,33,32,33,31,32,33,31,33,33,31,31,33,33,33,34,33,34,35
2,3,10,12,9,0,12,15,21,24,25,25,25,26,25,25,25,25,25,26,25,26,26,27,27,25,30,27,28,28,27,29,28,30,30,31,30,28,28,26,28,28,27,28,30,28,31,30,29,29,31,31,32,31,32,33,34,31,34,33,31,31,33,32,31,32,31,33,31,32,32,31,32,33,34,34,33,35,35,33,23,23,15,0,17,3,7,11,20,22,25,23,25,25,25,25,24,23,25,25,27,27,26,27,26,28,26,27,28,28,29,28,28,30,28,29,28,28,28,26,27,27,27,29,28,28,28,29,29,30,30,31,31,33,32,33,33,31,32,32,31,31,33,31,31,31,33,32,31,32,33,31,33,33,35,33,34,33,33,33
32,31,30,21,10,10,4,12,18,21,24,23,25,25,27,25,26,25,23,27,25,25,26,27,26,27,28,27,29,27,27,30,28,28,28,30,28,28,28,27,28,27,28,28,27,30,29,30,31,31,31,32,32,32,32,31,33,32,33,31,31,32,31,32,32,31,31,31,30,33,33,32,33,36,33,32,31,32,31,31,32,32,32,26,2,12,6,13,17,20,24,25,25,25,25,25,26,25,25,27,25,27,27,27,28,30,29,27,28,30,28,29,27,28,29,30,29,31,28,28,28,28,28,29,29,30,31,31,30,31,32,32,34,33,31,32,33,31,32,31,33,30,31,31,31,33,31,31,31,31,33,33,32,33,33,32,32,31,32,32
33,33,32,27,2,12,7,16,18,22,23,25,25,24,27,27,25,25,25,27,27,27,27,28,27,28,29,30,30,29,30,31,29,30,31,29,29,29,30,29,29,29,28,30,30,31,31,33,32,32,31,33,35,32,32,32,34,33,33,33,33,33,33,31,32,31,32,33,31,33,33,33,32,33,32,32,33,33,35,33,34,33,32,28,3,6,8,13,17,21,23,23,23,24,25,25,24,25,26,25,23,25,25,27,26,27,27,27,29,29,29,31,30,31,30,30,31,28,30,29,29,31,28,31,30,30,29,31,31,31,30,31,32,33,33,33,33,31,33,31,31,31,32,30,32,31,33,33,32,31,33,31,31,33,32,31,31,32,32,32
33,33,33,28,11,5,11,15,17,21,23,23,25,24,23,25,23,23,24,25,24,25,24,25,26,27,27,27,29,29,28,30,30,31,31,30,30,29,29,30,30,29,31,31,30,30,31,30,31,32,31,32,32,33,34,34,33,32,32,33,31,31,31,33,33,31,33,34,31,31,33,31,31,32,31,32,31,31,32,31,31,32,32,27,16,0,10,15,17,20,22,21,24,23,23,25,22,23,23,23,23,23,23,25,25,25,27,26,26,27,27,27,28,30,30,28,28,29,30,29,29,29,30,29,30,31,30,30,31,32,31,33,32,33,33,33,33,31,32,33,31,31,31,32,33,32,33,31,31,31,32,32,31,31,32,31,30,31,31,31
31,31,31,23,16,0,11,16,19,21,23,22,23,25,23,25,23,21,22,24,23,25,24,25,23,24,27,26,27,27,26,27,28,28,28,27,28,27,29,28,30,29,30,30,31,30,31,31,33,31,31,32,33,33,32,33,33,31,31,32,32,33,32,33,33,32,31,31,31,31,31,30,31,31,31,30,31,31,30,31,28,28,28,12,15,4,17,17,21,23,24,22,25,25,25,23,23,23,25,23,23,23,24,24,23,25,26,25,27,27,26,27,27,27,27,27,26,27,28,26,27,28,28,28,31,30,30,31,31,32,32,33,32,33,32,33,33,32,33,34,33,33,33,31,31,32,33,31,29,30,31,30,30,30,29,28,30,30,30,31
27,28,24,7,11,5,17,19,22,23,25,23,25,25,25,25,23,23,24,23,23,22,23,24,24,26,26,25,25,27,25,25,25,26,28,27,25,26,26,23,26,26,27,29,29,27,27,29,31,30,31,31,33,31,30,31,31,32,33,32,32,32,31,31,31,30,30,29,29,30,33,29,30,29,29,28,29,28,28,28,26,26,26,3,7,7,17,20,21,23,25,25,27,25,25,25,25,23,23,23,25,24,25,25,24,25,25,25,26,26,25,26,26,27,26,26,25,25,26,25,26,26,26,28,29,28,26,25,27,29,29,31,31,31,29,30,33,32,33,33,31,31,31,31,29,30,29,30,29,31,32,28,28,29,28,27,27,27,25,25
28,27,27,1,3,8,21,22,23,25,27,26,27,25,26,25,26,25,24,27,24,25,26,27,25,27,27,25,26,25,27,27,25,27,26,26,26,25,26,27,29,28,28,30,28,28,28,27,29,29,29,30,31,30,30,32,32,32,31,31,31,31,31,29,29,29,29,27,27,29,31,27,26,26,26,26,23,20,17,17,29,30,24,12,1,11,18,22,23,25,27,26,26,25,26,26,27,26,26,26,25,25,25,28,27,27,28,27,26,27,26,27,27,26,27,25,25,27,27,26,28,28,28,30,31,29,28,29,29,29,30,31,30,28,31,31,31,31,32,30,30,29,30,28,29,27,28,27,26,28,28,25,23,19,19,17,13,10,8,9
